Division Name,School Name,English Learners,Total Count,Sch_Div
Accomack County,Accawmacke Elementary,N,284,Accawmacke Elementary Accomack County Public Schools
Accomack County,Accawmacke Elementary,Y,102,Accawmacke Elementary Accomack County Public Schools
Accomack County,Arcadia High,N,570,Arcadia High Accomack County Public Schools
Accomack County,Arcadia High,Y,92,Arcadia High Accomack County Public Schools
Accomack County,Arcadia Middle,N,350,Arcadia Middle Accomack County Public Schools
Accomack County,Arcadia Middle,Y,80,Arcadia Middle Accomack County Public Schools
Accomack County,Chincoteague Elementary,N,224,Chincoteague Elementary Accomack County Public Schools
Accomack County,Chincoteague High,N,266,Chincoteague High Accomack County Public Schools
Accomack County,Kegotank Elementary,N,367,Kegotank Elementary Accomack County Public Schools
Accomack County,Kegotank Elementary,Y,99,Kegotank Elementary Accomack County Public Schools
Accomack County,Metompkin Elementary,N,324,Metompkin Elementary Accomack County Public Schools
Accomack County,Metompkin Elementary,Y,208,Metompkin Elementary Accomack County Public Schools
Accomack County,Nandua High,N,581,Nandua High Accomack County Public Schools
Accomack County,Nandua High,Y,40,Nandua High Accomack County Public Schools
Accomack County,Nandua Middle,N,343,Nandua Middle Accomack County Public Schools
Accomack County,Nandua Middle,Y,37,Nandua Middle Accomack County Public Schools
Accomack County,Pungoteague Elementary,N,369,Pungoteague Elementary Accomack County Public Schools
Accomack County,Pungoteague Elementary,Y,56,Pungoteague Elementary Accomack County Public Schools
Accomack County,Tangier Combined,N,42,Tangier Combined Accomack County Public Schools
Albemarle County,Agnor-Hurt Elementary,N,340,Agnor-Hurt Elementary Albemarle County Public Schools
Albemarle County,Agnor-Hurt Elementary,Y,108,Agnor-Hurt Elementary Albemarle County Public Schools
Albemarle County,Albemarle High,N,"1,703",Albemarle High Albemarle County Public Schools
Albemarle County,Albemarle High,Y,172,Albemarle High Albemarle County Public Schools
Albemarle County,Baker-Butler Elem,N,587,Baker-Butler Elem Albemarle County Public Schools
Albemarle County,Baker-Butler Elem,Y,80,Baker-Butler Elem Albemarle County Public Schools
Albemarle County,Broadus Wood Elementary,N,254,Broadus Wood Elementary Albemarle County Public Schools
Albemarle County,Broadus Wood Elementary,Y,,Broadus Wood Elementary Albemarle County Public Schools
Albemarle County,Brownsville Elementary,N,745,Brownsville Elementary Albemarle County Public Schools
Albemarle County,Brownsville Elementary,Y,,Brownsville Elementary Albemarle County Public Schools
Albemarle County,Community Lab School,N,190,Community Lab School Albemarle County Public Schools
Albemarle County,Community Lab School,Y,,Community Lab School Albemarle County Public Schools
Albemarle County,Crozet Elementary,N,317,Crozet Elementary Albemarle County Public Schools
Albemarle County,Crozet Elementary,Y,,Crozet Elementary Albemarle County Public Schools
Albemarle County,Hollymead Elementary,N,319,Hollymead Elementary Albemarle County Public Schools
Albemarle County,Hollymead Elementary,Y,17,Hollymead Elementary Albemarle County Public Schools
Albemarle County,Jack Jouett Middle,N,539,Jack Jouett Middle Albemarle County Public Schools
Albemarle County,Jack Jouett Middle,Y,98,Jack Jouett Middle Albemarle County Public Schools
Albemarle County,Jackson P. Burley Middle,N,488,Jackson P. Burley Middle Albemarle County Public Schools
Albemarle County,Jackson P. Burley Middle,Y,49,Jackson P. Burley Middle Albemarle County Public Schools
Albemarle County,Joseph T. Henley Middle,N,824,Joseph T. Henley Middle Albemarle County Public Schools
Albemarle County,Joseph T. Henley Middle,Y,10,Joseph T. Henley Middle Albemarle County Public Schools
Albemarle County,Lakeside Middle,N,501,Lakeside Middle Albemarle County Public Schools
Albemarle County,Lakeside Middle,Y,17,Lakeside Middle Albemarle County Public Schools
Albemarle County,Leslie H. Walton Middle,N,317,Leslie H. Walton Middle Albemarle County Public Schools
Albemarle County,Leslie H. Walton Middle,Y,,Leslie H. Walton Middle Albemarle County Public Schools
Albemarle County,Mary Carr Greer Elementary,N,320,Mary Carr Greer Elementary Albemarle County Public Schools
Albemarle County,Mary Carr Greer Elementary,Y,154,Mary Carr Greer Elementary Albemarle County Public Schools
Albemarle County,Meriwether Lewis Elementary,N,317,Meriwether Lewis Elementary Albemarle County Public Schools
Albemarle County,Meriwether Lewis Elementary,Y,,Meriwether Lewis Elementary Albemarle County Public Schools
Albemarle County,Monticello High,N,"1,147",Monticello High Albemarle County Public Schools
Albemarle County,Monticello High,Y,59,Monticello High Albemarle County Public Schools
Albemarle County,Mountain View Elementary,N,597,Mountain View Elementary Albemarle County Public Schools
Albemarle County,Mountain View Elementary,Y,125,Mountain View Elementary Albemarle County Public Schools
Albemarle County,Red Hill Elementary,N,178,Red Hill Elementary Albemarle County Public Schools
Albemarle County,Red Hill Elementary,Y,,Red Hill Elementary Albemarle County Public Schools
Albemarle County,Scottsville Elementary,N,209,Scottsville Elementary Albemarle County Public Schools
Albemarle County,Scottsville Elementary,Y,,Scottsville Elementary Albemarle County Public Schools
Albemarle County,Stone Robinson Elementary,N,441,Stone Robinson Elementary Albemarle County Public Schools
Albemarle County,Stone Robinson Elementary,Y,26,Stone Robinson Elementary Albemarle County Public Schools
Albemarle County,Stony Point Elementary,N,182,Stony Point Elementary Albemarle County Public Schools
Albemarle County,Stony Point Elementary,Y,,Stony Point Elementary Albemarle County Public Schools
Albemarle County,Virginia L. Murray Elementary,N,259,Virginia L. Murray Elementary Albemarle County Public Schools
Albemarle County,Virginia L. Murray Elementary,Y,,Virginia L. Murray Elementary Albemarle County Public Schools
Albemarle County,Western Albemarle High,N,"1,147",Western Albemarle High Albemarle County Public Schools
Albemarle County,Western Albemarle High,Y,,Western Albemarle High Albemarle County Public Schools
Albemarle County,Woodbrook Elementary,N,431,Woodbrook Elementary Albemarle County Public Schools
Albemarle County,Woodbrook Elementary,Y,122,Woodbrook Elementary Albemarle County Public Schools
Alexandria City,Alexandria City High,N,"3,095",Alexandria City High Alexandria City Public Schools
Alexandria City,Alexandria City High,Y,"1,111",Alexandria City High Alexandria City Public Schools
Alexandria City,Charles Barrett Elementary,N,368,Charles Barrett Elementary Alexandria City Public Schools
Alexandria City,Charles Barrett Elementary,Y,175,Charles Barrett Elementary Alexandria City Public Schools
Alexandria City,Cora Kelly School for Math Science and Technology,N,116,Cora Kelly School for Math Science and Technology Alexandria City Public Schools
Alexandria City,Cora Kelly School for Math Science and Technology,Y,148,Cora Kelly School for Math Science and Technology Alexandria City Public Schools
Alexandria City,Douglas Macarthur Elementary,N,429,Douglas Macarthur Elementary Alexandria City Public Schools
Alexandria City,Douglas Macarthur Elementary,Y,121,Douglas Macarthur Elementary Alexandria City Public Schools
Alexandria City,Early Childhood Center,N,179,Early Childhood Center Alexandria City Public Schools
Alexandria City,Ferdinand T. Day Elementary,N,133,Ferdinand T. Day Elementary Alexandria City Public Schools
Alexandria City,Ferdinand T. Day Elementary,Y,400,Ferdinand T. Day Elementary Alexandria City Public Schools
Alexandria City,Francis C. Hammond Middle,N,596,Francis C. Hammond Middle Alexandria City Public Schools
Alexandria City,Francis C. Hammond Middle,Y,474,Francis C. Hammond Middle Alexandria City Public Schools
Alexandria City,George Mason Elementary,N,235,George Mason Elementary Alexandria City Public Schools
Alexandria City,George Mason Elementary,Y,106,George Mason Elementary Alexandria City Public Schools
Alexandria City,George Washington Middle,N,928,George Washington Middle Alexandria City Public Schools
Alexandria City,George Washington Middle,Y,299,George Washington Middle Alexandria City Public Schools
Alexandria City,James K. Polk Elementary,N,309,James K. Polk Elementary Alexandria City Public Schools
Alexandria City,James K. Polk Elementary,Y,408,James K. Polk Elementary Alexandria City Public Schools
Alexandria City,Jefferson-Houston PK-8 School,N,487,Jefferson-Houston PK-8 School Alexandria City Public Schools
Alexandria City,Jefferson-Houston PK-8 School,Y,109,Jefferson-Houston PK-8 School Alexandria City Public Schools
Alexandria City,John Adams Elementary,N,267,John Adams Elementary Alexandria City Public Schools
Alexandria City,John Adams Elementary,Y,398,John Adams Elementary Alexandria City Public Schools
Alexandria City,Lyles-Crouch Elementary,N,355,Lyles-Crouch Elementary Alexandria City Public Schools
Alexandria City,Lyles-Crouch Elementary,Y,33,Lyles-Crouch Elementary Alexandria City Public Schools
Alexandria City,Mount Vernon Elementary,N,476,Mount Vernon Elementary Alexandria City Public Schools
Alexandria City,Mount Vernon Elementary,Y,392,Mount Vernon Elementary Alexandria City Public Schools
Alexandria City,Naomi L. Brooks Elementary,N,308,Naomi L. Brooks Elementary Alexandria City Public Schools
Alexandria City,Naomi L. Brooks Elementary,Y,27,Naomi L. Brooks Elementary Alexandria City Public Schools
Alexandria City,Patrick Henry K-8 School,N,443,Patrick Henry K-8 School Alexandria City Public Schools
Alexandria City,Patrick Henry K-8 School,Y,342,Patrick Henry K-8 School Alexandria City Public Schools
Alexandria City,Samuel W. Tucker Elementary,N,384,Samuel W. Tucker Elementary Alexandria City Public Schools
Alexandria City,Samuel W. Tucker Elementary,Y,277,Samuel W. Tucker Elementary Alexandria City Public Schools
Alexandria City,William Ramsay Elementary,N,189,William Ramsay Elementary Alexandria City Public Schools
Alexandria City,William Ramsay Elementary,Y,372,William Ramsay Elementary Alexandria City Public Schools
Alleghany County,Alleghany High,N,573,Alleghany High Alleghany County Public Schools
Alleghany County,Alleghany High,Y,,Alleghany High Alleghany County Public Schools
Alleghany County,Callaghan Elementary,N,257,Callaghan Elementary Alleghany County Public Schools
Alleghany County,Clifton Middle,N,410,Clifton Middle Alleghany County Public Schools
Alleghany County,Clifton Middle,Y,,Clifton Middle Alleghany County Public Schools
Alleghany County,Mountain View Elementary,N,463,Mountain View Elementary Alleghany County Public Schools
Alleghany County,Mountain View Elementary,Y,,Mountain View Elementary Alleghany County Public Schools
Alleghany County,Sharon Elementary,N,190,Sharon Elementary Alleghany County Public Schools
Alleghany County,Sharon Elementary,Y,,Sharon Elementary Alleghany County Public Schools
Amelia County,Amelia County Elementary,N,708,Amelia County Elementary Amelia County Public Schools
Amelia County,Amelia County Elementary,Y,29,Amelia County Elementary Amelia County Public Schools
Amelia County,Amelia County High,N,483,Amelia County High Amelia County Public Schools
Amelia County,Amelia County High,Y,,Amelia County High Amelia County Public Schools
Amelia County,Amelia County Middle,N,382,Amelia County Middle Amelia County Public Schools
Amelia County,Amelia County Middle,Y,14,Amelia County Middle Amelia County Public Schools
Amherst County,Amelon Elementary,N,429,Amelon Elementary Amherst County Public Schools
Amherst County,Amelon Elementary,Y,,Amelon Elementary Amherst County Public Schools
Amherst County,Amherst County High,N,"1,208",Amherst County High Amherst County Public Schools
Amherst County,Amherst County High,Y,,Amherst County High Amherst County Public Schools
Amherst County,Amherst Elementary,N,224,Amherst Elementary Amherst County Public Schools
Amherst County,Amherst Elementary,Y,,Amherst Elementary Amherst County Public Schools
Amherst County,Amherst Middle,N,376,Amherst Middle Amherst County Public Schools
Amherst County,Amherst Middle,Y,,Amherst Middle Amherst County Public Schools
Amherst County,Central Elementary,N,331,Central Elementary Amherst County Public Schools
Amherst County,Central Elementary,Y,,Central Elementary Amherst County Public Schools
Amherst County,Elon Elementary,N,338,Elon Elementary Amherst County Public Schools
Amherst County,Elon Elementary,Y,,Elon Elementary Amherst County Public Schools
Amherst County,Madison Heights Elementary,N,374,Madison Heights Elementary Amherst County Public Schools
Amherst County,Madison Heights Elementary,Y,,Madison Heights Elementary Amherst County Public Schools
Amherst County,Monelison Middle,N,551,Monelison Middle Amherst County Public Schools
Amherst County,Monelison Middle,Y,,Monelison Middle Amherst County Public Schools
Amherst County,Temperance Elementary,N,94,Temperance Elementary Amherst County Public Schools
Amherst County,Temperance Elementary,Y,,Temperance Elementary Amherst County Public Schools
Appomattox County,Appomattox County High,N,689,Appomattox County High Appomattox County Public Schools
Appomattox County,Appomattox County High,Y,,Appomattox County High Appomattox County Public Schools
Appomattox County,Appomattox Elementary,N,491,Appomattox Elementary Appomattox County Public Schools
Appomattox County,Appomattox Elementary,Y,,Appomattox Elementary Appomattox County Public Schools
Appomattox County,Appomattox Middle,N,536,Appomattox Middle Appomattox County Public Schools
Appomattox County,Appomattox Middle,Y,,Appomattox Middle Appomattox County Public Schools
Appomattox County,Appomattox Primary,N,592,Appomattox Primary Appomattox County Public Schools
Appomattox County,Appomattox Primary,Y,,Appomattox Primary Appomattox County Public Schools
Arlington County,Abingdon Elementary,N,419,Abingdon Elementary Arlington County Public Schools
Arlington County,Abingdon Elementary,Y,267,Abingdon Elementary Arlington County Public Schools
Arlington County,Alice West Fleet Elementary,N,376,Alice West Fleet Elementary Arlington County Public Schools
Arlington County,Alice West Fleet Elementary,Y,176,Alice West Fleet Elementary Arlington County Public Schools
Arlington County,Arlington Community High,N,41,Arlington Community High Arlington County Public Schools
Arlington County,Arlington Community High,Y,135,Arlington Community High Arlington County Public Schools
Arlington County,Arlington Science Focus School,N,376,Arlington Science Focus School Arlington County Public Schools
Arlington County,Arlington Science Focus School,Y,47,Arlington Science Focus School Arlington County Public Schools
Arlington County,Arlington Traditional,N,428,Arlington Traditional Arlington County Public Schools
Arlington County,Arlington Traditional,Y,153,Arlington Traditional Arlington County Public Schools
Arlington County,Ashlawn Elementary,N,422,Ashlawn Elementary Arlington County Public Schools
Arlington County,Ashlawn Elementary,Y,101,Ashlawn Elementary Arlington County Public Schools
Arlington County,Barcroft Elementary,N,204,Barcroft Elementary Arlington County Public Schools
Arlington County,Barcroft Elementary,Y,207,Barcroft Elementary Arlington County Public Schools
Arlington County,Barrett Elementary,N,231,Barrett Elementary Arlington County Public Schools
Arlington County,Barrett Elementary,Y,263,Barrett Elementary Arlington County Public Schools
Arlington County,Campbell Elementary,N,260,Campbell Elementary Arlington County Public Schools
Arlington County,Campbell Elementary,Y,139,Campbell Elementary Arlington County Public Schools
Arlington County,Cardinal Elementary,N,619,Cardinal Elementary Arlington County Public Schools
Arlington County,Cardinal Elementary,Y,26,Cardinal Elementary Arlington County Public Schools
Arlington County,Carlin Springs Elementary,N,143,Carlin Springs Elementary Arlington County Public Schools
Arlington County,Carlin Springs Elementary,Y,386,Carlin Springs Elementary Arlington County Public Schools
Arlington County,Claremont Immersion,N,431,Claremont Immersion Arlington County Public Schools
Arlington County,Claremont Immersion,Y,217,Claremont Immersion Arlington County Public Schools
Arlington County,Discovery Elementary,N,487,Discovery Elementary Arlington County Public Schools
Arlington County,Discovery Elementary,Y,21,Discovery Elementary Arlington County Public Schools
Arlington County,Dorothy Hamm Middle,N,776,Dorothy Hamm Middle Arlington County Public Schools
Arlington County,Dorothy Hamm Middle,Y,52,Dorothy Hamm Middle Arlington County Public Schools
Arlington County,Dr. Charles R. Drew Elementary,N,278,Dr. Charles R. Drew Elementary Arlington County Public Schools
Arlington County,Dr. Charles R. Drew Elementary,Y,153,Dr. Charles R. Drew Elementary Arlington County Public Schools
Arlington County,Escuela Key Elementary,N,366,Escuela Key Elementary Arlington County Public Schools
Arlington County,Escuela Key Elementary,Y,230,Escuela Key Elementary Arlington County Public Schools
Arlington County,Glebe Elementary,N,465,Glebe Elementary Arlington County Public Schools
Arlington County,Glebe Elementary,Y,66,Glebe Elementary Arlington County Public Schools
Arlington County,Gunston Middle,N,776,Gunston Middle Arlington County Public Schools
Arlington County,Gunston Middle,Y,208,Gunston Middle Arlington County Public Schools
Arlington County,Hoffman-Boston Elementary,N,283,Hoffman-Boston Elementary Arlington County Public Schools
Arlington County,Hoffman-Boston Elementary,Y,256,Hoffman-Boston Elementary Arlington County Public Schools
Arlington County,Innovation Elementary,N,280,Innovation Elementary Arlington County Public Schools
Arlington County,Innovation Elementary,Y,97,Innovation Elementary Arlington County Public Schools
Arlington County,Integration Station,N,25,Integration Station Arlington County Public Schools
Arlington County,Integration Station,Y,,Integration Station Arlington County Public Schools
Arlington County,Jamestown Elementary,N,478,Jamestown Elementary Arlington County Public Schools
Arlington County,Jamestown Elementary,Y,15,Jamestown Elementary Arlington County Public Schools
Arlington County,Jefferson Middle,N,556,Jefferson Middle Arlington County Public Schools
Arlington County,Jefferson Middle,Y,164,Jefferson Middle Arlington County Public Schools
Arlington County,Kenmore Middle,N,529,Kenmore Middle Arlington County Public Schools
Arlington County,Kenmore Middle,Y,270,Kenmore Middle Arlington County Public Schools
Arlington County,Long Branch Elementary,N,270,Long Branch Elementary Arlington County Public Schools
Arlington County,Long Branch Elementary,Y,116,Long Branch Elementary Arlington County Public Schools
Arlington County,Montessori Public School of Arlington,N,375,Montessori Public School of Arlington Arlington County Public Schools
Arlington County,Montessori Public School of Arlington,Y,89,Montessori Public School of Arlington Arlington County Public Schools
Arlington County,Nottingham Elementary,N,383,Nottingham Elementary Arlington County Public Schools
Arlington County,Nottingham Elementary,Y,16,Nottingham Elementary Arlington County Public Schools
Arlington County,Oakridge Elementary,N,472,Oakridge Elementary Arlington County Public Schools
Arlington County,Oakridge Elementary,Y,125,Oakridge Elementary Arlington County Public Schools
Arlington County,Randolph Elementary,N,156,Randolph Elementary Arlington County Public Schools
Arlington County,Randolph Elementary,Y,243,Randolph Elementary Arlington County Public Schools
Arlington County,Swanson Middle,N,778,Swanson Middle Arlington County Public Schools
Arlington County,Swanson Middle,Y,86,Swanson Middle Arlington County Public Schools
Arlington County,Taylor Elementary,N,475,Taylor Elementary Arlington County Public Schools
Arlington County,Taylor Elementary,Y,26,Taylor Elementary Arlington County Public Schools
Arlington County,Tuckahoe Elementary,N,403,Tuckahoe Elementary Arlington County Public Schools
Arlington County,Tuckahoe Elementary,Y,21,Tuckahoe Elementary Arlington County Public Schools
Arlington County,Wakefield High,N,"1,981",Wakefield High Arlington County Public Schools
Arlington County,Wakefield High,Y,513,Wakefield High Arlington County Public Schools
Arlington County,Washington-Liberty High,N,"2,016",Washington-Liberty High Arlington County Public Schools
Arlington County,Washington-Liberty High,Y,323,Washington-Liberty High Arlington County Public Schools
Arlington County,Williamsburg Middle,N,809,Williamsburg Middle Arlington County Public Schools
Arlington County,Williamsburg Middle,Y,,Williamsburg Middle Arlington County Public Schools
Arlington County,Yorktown High,N,"2,310",Yorktown High Arlington County Public Schools
Arlington County,Yorktown High,Y,124,Yorktown High Arlington County Public Schools
Augusta County,Beverley Manor Middle,N,609,Beverley Manor Middle Augusta County Public Schools
Augusta County,Beverley Manor Middle,Y,,Beverley Manor Middle Augusta County Public Schools
Augusta County,Buffalo Gap High,N,450,Buffalo Gap High Augusta County Public Schools
Augusta County,Buffalo Gap High,Y,,Buffalo Gap High Augusta County Public Schools
Augusta County,Cassell Elementary,N,657,Cassell Elementary Augusta County Public Schools
Augusta County,Cassell Elementary,Y,13,Cassell Elementary Augusta County Public Schools
Augusta County,Churchville Elementary,N,398,Churchville Elementary Augusta County Public Schools
Augusta County,Churchville Elementary,Y,,Churchville Elementary Augusta County Public Schools
Augusta County,Craigsville Elementary,N,134,Craigsville Elementary Augusta County Public Schools
Augusta County,Edward G. Clymore Elementary,N,675,Edward G. Clymore Elementary Augusta County Public Schools
Augusta County,Edward G. Clymore Elementary,Y,48,Edward G. Clymore Elementary Augusta County Public Schools
Augusta County,Fort Defiance High,N,716,Fort Defiance High Augusta County Public Schools
Augusta County,Fort Defiance High,Y,,Fort Defiance High Augusta County Public Schools
Augusta County,Guy K. Stump Elementary,N,421,Guy K. Stump Elementary Augusta County Public Schools
Augusta County,Guy K. Stump Elementary,Y,,Guy K. Stump Elementary Augusta County Public Schools
Augusta County,North River Elementary,N,221,North River Elementary Augusta County Public Schools
Augusta County,North River Elementary,Y,17,North River Elementary Augusta County Public Schools
Augusta County,Riverheads Elementary,N,694,Riverheads Elementary Augusta County Public Schools
Augusta County,Riverheads Elementary,Y,,Riverheads Elementary Augusta County Public Schools
Augusta County,Riverheads High,N,472,Riverheads High Augusta County Public Schools
Augusta County,Riverheads High,Y,,Riverheads High Augusta County Public Schools
Augusta County,S. Gordon Stewart Middle,N,473,S. Gordon Stewart Middle Augusta County Public Schools
Augusta County,S. Gordon Stewart Middle,Y,14,S. Gordon Stewart Middle Augusta County Public Schools
Augusta County,Stuarts Draft Elementary,N,548,Stuarts Draft Elementary Augusta County Public Schools
Augusta County,Stuarts Draft Elementary,Y,10,Stuarts Draft Elementary Augusta County Public Schools
Augusta County,Stuarts Draft High,N,700,Stuarts Draft High Augusta County Public Schools
Augusta County,Stuarts Draft High,Y,,Stuarts Draft High Augusta County Public Schools
Augusta County,Stuarts Draft Middle,N,451,Stuarts Draft Middle Augusta County Public Schools
Augusta County,Stuarts Draft Middle,Y,,Stuarts Draft Middle Augusta County Public Schools
Augusta County,Wilson Elementary,N,618,Wilson Elementary Augusta County Public Schools
Augusta County,Wilson Elementary,Y,38,Wilson Elementary Augusta County Public Schools
Augusta County,Wilson Memorial High,N,805,Wilson Memorial High Augusta County Public Schools
Augusta County,Wilson Memorial High,Y,15,Wilson Memorial High Augusta County Public Schools
Augusta County,Wilson Middle,N,614,Wilson Middle Augusta County Public Schools
Augusta County,Wilson Middle,Y,,Wilson Middle Augusta County Public Schools
Bath County,Bath County High,N,187,Bath County High Bath County Public Schools
Bath County,Bath County High,Y,,Bath County High Bath County Public Schools
Bath County,Millboro Elementary,N,139,Millboro Elementary Bath County Public Schools
Bath County,Valley Elementary,N,168,Valley Elementary Bath County Public Schools
Bath County,Valley Elementary,Y,,Valley Elementary Bath County Public Schools
Bedford County,Bedford Elementary,N,419,Bedford Elementary Bedford County Public Schools
Bedford County,Bedford Elementary,Y,,Bedford Elementary Bedford County Public Schools
Bedford County,Bedford Primary,N,271,Bedford Primary Bedford County Public Schools
Bedford County,Bedford Primary,Y,,Bedford Primary Bedford County Public Schools
Bedford County,Big Island Elementary,N,146,Big Island Elementary Bedford County Public Schools
Bedford County,Boonsboro Elementary,N,327,Boonsboro Elementary Bedford County Public Schools
Bedford County,Boonsboro Elementary,Y,11,Boonsboro Elementary Bedford County Public Schools
Bedford County,Forest Elementary,N,337,Forest Elementary Bedford County Public Schools
Bedford County,Forest Elementary,Y,11,Forest Elementary Bedford County Public Schools
Bedford County,Forest Middle,N,850,Forest Middle Bedford County Public Schools
Bedford County,Forest Middle,Y,,Forest Middle Bedford County Public Schools
Bedford County,Goodview Elementary,N,478,Goodview Elementary Bedford County Public Schools
Bedford County,Goodview Elementary,Y,,Goodview Elementary Bedford County Public Schools
Bedford County,Huddleston Elementary,N,213,Huddleston Elementary Bedford County Public Schools
Bedford County,Huddleston Elementary,Y,,Huddleston Elementary Bedford County Public Schools
Bedford County,Jefferson Forest High,N,"1,247",Jefferson Forest High Bedford County Public Schools
Bedford County,Jefferson Forest High,Y,,Jefferson Forest High Bedford County Public Schools
Bedford County,Liberty High,N,710,Liberty High Bedford County Public Schools
Bedford County,Liberty High,Y,,Liberty High Bedford County Public Schools
Bedford County,Liberty Middle,N,537,Liberty Middle Bedford County Public Schools
Bedford County,Liberty Middle,Y,,Liberty Middle Bedford County Public Schools
Bedford County,Moneta Elementary,N,212,Moneta Elementary Bedford County Public Schools
Bedford County,Moneta Elementary,Y,,Moneta Elementary Bedford County Public Schools
Bedford County,Montvale Elementary,N,245,Montvale Elementary Bedford County Public Schools
Bedford County,New London Academy Elementary,N,311,New London Academy Elementary Bedford County Public Schools
Bedford County,New London Academy Elementary,Y,,New London Academy Elementary Bedford County Public Schools
Bedford County,Otter River Elementary,N,190,Otter River Elementary Bedford County Public Schools
Bedford County,Staunton River High,N,917,Staunton River High Bedford County Public Schools
Bedford County,Staunton River High,Y,,Staunton River High Bedford County Public Schools
Bedford County,Staunton River Middle,N,587,Staunton River Middle Bedford County Public Schools
Bedford County,Staunton River Middle,Y,,Staunton River Middle Bedford County Public Schools
Bedford County,Stewartsville Elementary,N,323,Stewartsville Elementary Bedford County Public Schools
Bedford County,Stewartsville Elementary,Y,16,Stewartsville Elementary Bedford County Public Schools
Bedford County,Thomas Jefferson Elementary,N,516,Thomas Jefferson Elementary Bedford County Public Schools
Bedford County,Thomas Jefferson Elementary,Y,,Thomas Jefferson Elementary Bedford County Public Schools
Bland County,Bland County Elementary,N,347,Bland County Elementary Bland County Public Schools
Bland County,Bland County High,N,372,Bland County High Bland County Public Schools
Botetourt County,Breckinridge Elementary,N,172,Breckinridge Elementary Botetourt County Public Schools
Botetourt County,Breckinridge Elementary,Y,,Breckinridge Elementary Botetourt County Public Schools
Botetourt County,Buchanan Elementary,N,299,Buchanan Elementary Botetourt County Public Schools
Botetourt County,Buchanan Elementary,Y,,Buchanan Elementary Botetourt County Public Schools
Botetourt County,Central Academy Middle,N,355,Central Academy Middle Botetourt County Public Schools
Botetourt County,Central Academy Middle,Y,,Central Academy Middle Botetourt County Public Schools
Botetourt County,Cloverdale Elementary,N,254,Cloverdale Elementary Botetourt County Public Schools
Botetourt County,Cloverdale Elementary,Y,,Cloverdale Elementary Botetourt County Public Schools
Botetourt County,Colonial Elementary,N,430,Colonial Elementary Botetourt County Public Schools
Botetourt County,Colonial Elementary,Y,,Colonial Elementary Botetourt County Public Schools
Botetourt County,Eagle Rock Elementary,N,128,Eagle Rock Elementary Botetourt County Public Schools
Botetourt County,Greenfield Elementary,N,381,Greenfield Elementary Botetourt County Public Schools
Botetourt County,Greenfield Elementary,Y,46,Greenfield Elementary Botetourt County Public Schools
Botetourt County,James River High,N,473,James River High Botetourt County Public Schools
Botetourt County,James River High,Y,,James River High Botetourt County Public Schools
Botetourt County,Lord Botetourt High,N,997,Lord Botetourt High Botetourt County Public Schools
Botetourt County,Lord Botetourt High,Y,10,Lord Botetourt High Botetourt County Public Schools
Botetourt County,Read Mountain Middle,N,613,Read Mountain Middle Botetourt County Public Schools
Botetourt County,Read Mountain Middle,Y,12,Read Mountain Middle Botetourt County Public Schools
Botetourt County,Troutville Elementary,N,259,Troutville Elementary Botetourt County Public Schools
Bristol City,Highland View Elementary,N,181,Highland View Elementary Bristol City Public Schools
Bristol City,Joseph Van Pelt Elementary,N,414,Joseph Van Pelt Elementary Bristol City Public Schools
Bristol City,Joseph Van Pelt Elementary,Y,,Joseph Van Pelt Elementary Bristol City Public Schools
Bristol City,Stonewall Jackson Elementary,N,232,Stonewall Jackson Elementary Bristol City Public Schools
Bristol City,Stonewall Jackson Elementary,Y,,Stonewall Jackson Elementary Bristol City Public Schools
Bristol City,Virginia High,N,631,Virginia High Bristol City Public Schools
Bristol City,Virginia High,Y,,Virginia High Bristol City Public Schools
Bristol City,Virginia Middle,N,478,Virginia Middle Bristol City Public Schools
Bristol City,Virginia Middle,Y,,Virginia Middle Bristol City Public Schools
Bristol City,Washington-Lee Elementary,N,228,Washington-Lee Elementary Bristol City Public Schools
Bristol City,Washington-Lee Elementary,Y,,Washington-Lee Elementary Bristol City Public Schools
Brunswick County,Brunswick High,N,425,Brunswick High Brunswick County Public Schools
Brunswick County,Brunswick High,Y,,Brunswick High Brunswick County Public Schools
Brunswick County,James S. Russell Middle,N,321,James S. Russell Middle Brunswick County Public Schools
Brunswick County,James S. Russell Middle,Y,,James S. Russell Middle Brunswick County Public Schools
Brunswick County,Meherrin Powellton Elementary,N,168,Meherrin Powellton Elementary Brunswick County Public Schools
Brunswick County,Meherrin Powellton Elementary,Y,10,Meherrin Powellton Elementary Brunswick County Public Schools
Brunswick County,Red Oak-Sturgeon Elementary,N,181,Red Oak-Sturgeon Elementary Brunswick County Public Schools
Brunswick County,Totaro Elementary,N,293,Totaro Elementary Brunswick County Public Schools
Brunswick County,Totaro Elementary,Y,,Totaro Elementary Brunswick County Public Schools
Buchanan County,Council Elementary/Middle,N,177,Council Elementary/Middle Buchanan County Public Schools
Buchanan County,Council High,N,125,Council High Buchanan County Public Schools
Buchanan County,Grundy High,N,355,Grundy High Buchanan County Public Schools
Buchanan County,Hurley Elementary/Middle,N,365,Hurley Elementary/Middle Buchanan County Public Schools
Buchanan County,Hurley High,N,203,Hurley High Buchanan County Public Schools
Buchanan County,Riverview Elementary/Middle,N,720,Riverview Elementary/Middle Buchanan County Public Schools
Buchanan County,Riverview Elementary/Middle,Y,,Riverview Elementary/Middle Buchanan County Public Schools
